,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,rating_numerator,rating_denominator,name,retweet_count,favorite_count,breed,stage
699,761976711479193600,0,0,2016-08-06 17:26:19,Twitter for iPhone,12,10,Shelby,2177,5695,Labrador_retriever,None
703,761599872357261312,0,0,2016-08-05 16:28:54,Twitter for iPhone,11,10,Sephie,1266,4355,Gordon_setter,None
705,761334018830917632,0,0,2016-08-04 22:52:29,Twitter for iPhone,10,10,Bruce,1562,5484,Norwegian_elkhound,None
706,761292947749015552,0,0,2016-08-04 20:09:17,Twitter for iPhone,11,10,Bonaparte,1181,4711,standard_poodle,None
707,761227390836215808,0,0,2016-08-04 15:48:47,Twitter for iPhone,10,10,Albert,1674,5601,French_bulldog,None
708,761004547850530816,0,0,2016-08-04 01:03:17,Twitter for iPhone,11,10,Bo,3735,11934,golden_retriever,None
710,760656994973933572,0,0,2016-08-03 02:02:14,Twitter for iPhone,11,10,Rose,2073,6966,golden_retriever,None
712,760539183865880579,0,0,2016-08-02 18:14:06,Twitter for iPhone,12,10,Atlas,3904,7993,Samoyed,None
713,760290219849637889,0,0,2016-08-02 01:44:48,Twitter Web Client,13,10,Rocco,12361,28317,Old_English_sheepdog,None
717,759846353224826880,0,0,2016-07-31 20:21:02,Twitter for iPhone,11,10,Kirby,2131,7075,Sussex_spaniel,None
720,759557299618865152,0,0,2016-07-31 01:12:26,Twitter for iPhone,10,10,Emma,1263,4951,golden_retriever,None
721,759447681597108224,0,0,2016-07-30 17:56:51,Twitter for iPhone,11,10,Oakley,2631,8946,kuvasz,None
722,759197388317847553,0,0,2016-07-30 01:22:17,Twitter for iPhone,12,10,Luna,2092,6377,kuvasz,None
724,759099523532779520,0,0,2016-07-29 18:53:24,Twitter for iPhone,7,10,Toby,4487,15309,Shetland_sheepdog,None
725,759047813560868866,0,0,2016-07-29 15:27:55,Twitter for iPhone,11,10,Spencer,2175,6854,Labrador_retriever,None
726,758854675097526272,0,0,2016-07-29 02:40:28,Twitter for iPhone,11,10,Lilli,960,3740,Old_English_sheepdog,None
728,758740312047005698,0,0,2016-07-28 19:06:01,Twitter for iPhone,12,10,Boston,1727,6037,Chesapeake_Bay_retriever,None
729,758474966123810816,0,0,2016-07-28 01:31:38,Twitter for iPhone,11,10,Brandonald,1068,4026,Pembroke,None
730,758467244762497024,0,0,2016-07-28 01:00:57,Twitter for iPhone,16,10,None,2393,5062,Labrador_retriever,None
731,758405701903519748,0,0,2016-07-27 20:56:24,Twitter for iPhone,10,10,Odie,2075,5480,Chesapeake_Bay_retriever,None
732,758355060040593408,0,0,2016-07-27 17:35:10,Twitter for iPhone,11,10,Corey,1164,3615,Pembroke,None
733,758041019896193024,0,0,2016-07-26 20:47:17,Twitter for iPhone,9,10,None,402,2850,Cardigan,None
734,757741869644341248,0,0,2016-07-26 00:58:34,Twitter for iPhone,10,10,Leonard,3495,7252,Old_English_sheepdog,None
736,757725642876129280,0,0,2016-07-25 23:54:05,Twitter for iPhone,11,10,Beckham,1304,4779,Labrador_retriever,None
737,757611664640446465,0,0,2016-07-25 16:21:11,Twitter for iPhone,12,10,Cooper,1200,4801,bluetick,None
740,757400162377592832,0,0,2016-07-25 02:20:45,Twitter for iPhone,13,10,None,7348,15943,golden_retriever,None
742,757354760399941633,0,0,2016-07-24 23:20:20,Twitter for iPhone,8,10,Devón,1531,4755,Italian_greyhound,None
743,756998049151549440,0,0,2016-07-23 23:42:53,Twitter for iPhone,11,10,Oliver,2129,6602,golden_retriever,None
745,756651752796094464,0,0,2016-07-23 00:46:50,Twitter for iPhone,11,10,Gert,1405,5327,Pembroke,None
747,756303284449767430,0,0,2016-07-22 01:42:09,Twitter for iPhone,11,10,None,1162,4151,golden_retriever,None
748,756288534030475264,0,0,2016-07-22 00:43:32,Twitter for iPhone,12,10,None,18765,45095,French_bulldog,None
752,755110668769038337,0,0,2016-07-18 18:43:07,Twitter for iPhone,13,10,Watson,11893,22344,Labrador_retriever,None
754,754856583969079297,0,0,2016-07-18 01:53:28,Twitter for iPhone,11,10,Winnie,2715,7233,golden_retriever,None
757,754449512966619136,0,0,2016-07-16 22:55:55,Twitter for iPhone,11,10,Dex,786,3936,beagle,None
758,754120377874386944,0,0,2016-07-16 01:08:03,Twitter for iPhone,10,10,None,2507,8243,chow,None
759,753655901052166144,0,0,2016-07-14 18:22:23,Twitter for iPhone,10,10,None,2330,6149,miniature_pinscher,None
761,753398408988139520,0,0,2016-07-14 01:19:12,Twitter for iPhone,12,10,Scout,2065,6073,whippet,None
762,753375668877008896,0,0,2016-07-13 23:48:51,Twitter for iPhone,8,10,Hank,2501,8021,bluetick,None
763,753294487569522689,0,0,2016-07-13 18:26:16,Twitter for iPhone,11,10,Ace,1118,3568,chow,None
764,753026973505581056,0,0,2016-07-13 00:43:15,Twitter for iPhone,10,10,Tayzie,1047,4093,Pembroke,None
765,752917284578922496,0,0,2016-07-12 17:27:23,Twitter for iPhone,11,10,Grizzie,1687,7249,German_shepherd,None
771,752173152931807232,0,0,2016-07-10 16:10:29,Twitter for iPhone,12,10,Brody,1979,6252,Labrador_retriever,None
772,751937170840121344,0,0,2016-07-10 00:32:46,Twitter for iPhone,11,10,Ruby,1443,5477,Lakeland_terrier,None
773,751830394383790080,0,0,2016-07-09 17:28:29,Twitter for iPhone,12,10,Tucker,2102,6098,chow,None
774,751598357617971201,0,0,2016-07-09 02:06:27,Twitter for iPhone,13,10,Toby,3260,8302,toy_poodle,None
776,751538714308972544,0,0,2016-07-08 22:09:27,Twitter for iPhone,10,10,Max,1355,5294,Labrador_retriever,None
778,751251247299190784,0,0,2016-07-08 03:07:09,Twitter for iPhone,10,10,Gilbert,6295,13124,Walker_hound,None
779,751205363882532864,0,0,2016-07-08 00:04:50,Twitter for iPhone,12,10,None,1963,6622,Labrador_retriever,None
782,750719632563142656,0,0,2016-07-06 15:54:42,Twitter for iPhone,12,10,Meyer,5399,13861,Pembroke,None
784,750429297815552001,0,0,2016-07-05 20:41:01,Twitter for iPhone,12,10,Arnie,4608,13838,golden_retriever,None
786,750147208377409536,0,0,2016-07-05 02:00:06,Twitter for iPhone,13,10,None,1030,3256,pug,None
787,750132105863102464,0,0,2016-07-05 01:00:05,Twitter for iPhone,11,10,Stewie,1365,3817,toy_poodle,None
788,750117059602808832,0,0,2016-07-05 00:00:18,Twitter for iPhone,10,10,Calvin,1390,4549,Shih-Tzu,None
789,750101899009982464,0,0,2016-07-04 23:00:03,Twitter for iPhone,11,10,Lilah,903,3187,golden_retriever,None
790,750086836815486976,0,0,2016-07-04 22:00:12,TweetDeck,12,10,Spanky,581,2280,pug,None
792,750056684286914561,0,0,2016-07-04 20:00:23,TweetDeck,11,10,Jameson,956,3296,Saluki,None
793,750041628174217216,0,0,2016-07-04 19:00:33,TweetDeck,13,10,Beau,663,3331,Labrador_retriever,None
794,750026558547456000,0,0,2016-07-04 18:00:41,TweetDeck,10,10,Jax,841,2845,standard_poodle,None
796,749996283729883136,0,0,2016-07-04 16:00:22,TweetDeck,12,10,Bo,866,3187,Old_English_sheepdog,None
798,749774190421639168,0,0,2016-07-04 01:17:51,Twitter for iPhone,12,10,Lucy,1402,4879,Pekinese,None
800,749403093750648834,0,0,2016-07-03 00:43:15,Twitter for iPhone,10,10,None,581,2756,Chesapeake_Bay_retriever,None
801,749395845976588288,0,0,2016-07-03 00:14:27,Twitter for iPhone,10,10,George,3709,9025,Pomeranian,None
803,749064354620928000,0,0,2016-07-02 02:17:13,Twitter for iPhone,11,10,Winston,1620,5021,pug,None
808,748699167502000129,0,0,2016-07-01 02:06:06,Twitter for iPhone,11,10,Tripp,1705,4959,Pembroke,None
811,748568946752774144,0,0,2016-06-30 17:28:39,Twitter for iPhone,12,10,Cora,716,2285,Tibetan_terrier,None
812,748346686624440324,0,0,2016-06-30 02:45:28,Twitter for iPhone,10,10,None,1324,5478,borzoi,None
813,748324050481647620,0,0,2016-06-30 01:15:31,Twitter for iPhone,11,10,Duke,817,3872,Shetland_sheepdog,None
816,747933425676525569,0,0,2016-06-28 23:23:19,Twitter for iPhone,11,10,None,2720,6935,Samoyed,None
818,747844099428986880,0,0,2016-06-28 17:28:22,Twitter for iPhone,11,10,Huxley,801,2944,Pembroke,None
820,747600769478692864,0,0,2016-06-28 01:21:27,Twitter for iPhone,10,10,Bookstore,586,2428,Chesapeake_Bay_retriever,None
821,747594051852075008,0,0,2016-06-28 00:54:46,Twitter for iPhone,11,10,None,1120,3866,basenji,None
824,747219827526344708,0,0,2016-06-27 00:07:44,Twitter for iPhone,11,10,Atticus,1683,5527,Shetland_sheepdog,None
826,747103485104099331,0,0,2016-06-26 16:25:26,Twitter for iPhone,11,10,None,4252,10021,Labrador_retriever,None
829,746818907684614144,691416866452082688,4196983835,2016-06-25 21:34:37,Twitter for iPhone,13,10,None,1838,5553,Ibizan_hound,None
830,746790600704425984,0,0,2016-06-25 19:42:08,Twitter for iPhone,10,10,None,1695,5107,Boston_bull,None
831,746726898085036033,0,0,2016-06-25 15:29:00,Twitter for iPhone,12,10,Abby,1911,6316,golden_retriever,None
832,746507379341139972,0,0,2016-06-25 00:56:43,Twitter for iPhone,10,10,Shiloh,1150,4849,toy_poodle,None
834,746131877086527488,0,0,2016-06-24 00:04:36,Twitter for iPhone,10,10,Gustav,2347,7228,chow,None
836,745789745784041472,0,0,2016-06-23 01:25:06,Twitter for iPhone,10,10,Gus,1135,4211,Pekinese,None
837,745712589599014916,0,0,2016-06-22 20:18:30,Twitter for iPhone,7,10,Percy,2470,7308,chow,None
841,745057283344719872,0,0,2016-06-21 00:54:33,Twitter for iPhone,12,10,Oliver,2420,7546,Shetland_sheepdog,None
843,744971049620602880,0,0,2016-06-20 19:11:53,Twitter for iPhone,12,10,Indie,2869,8236,toy_poodle,None
844,744709971296780288,0,0,2016-06-20 01:54:27,Twitter for iPhone,10,10,Harvey,1659,5841,Shetland_sheepdog,None
845,744334592493166593,0,0,2016-06-19 01:02:50,Twitter for iPhone,11,10,Blanket,2272,7068,Samoyed,None
847,743980027717509120,0,0,2016-06-18 01:33:55,Twitter for iPhone,11,10,Geno,1154,4347,bull_mastiff,None
848,743895849529389061,0,0,2016-06-17 19:59:26,Twitter for iPhone,10,10,None,1017,3805,dalmatian,None
849,743609206067040256,0,0,2016-06-17 01:00:24,Twitter for iPhone,10,10,Stark,1465,4672,Weimaraner,None
851,743545585370791937,0,0,2016-06-16 20:47:36,Twitter for iPhone,11,10,Bentley,991,3672,standard_poodle,None
855,743210557239623680,0,0,2016-06-15 22:36:19,Twitter for iPhone,10,10,Kayla,1452,4009,golden_retriever,None
858,742423170473463808,0,0,2016-06-13 18:27:32,Twitter for iPhone,12,10,Bell,4034,10262,pug,None
859,742385895052087300,0,0,2016-06-13 15:59:24,Twitter for iPhone,11,10,Phil,2110,7103,Cardigan,None
862,741793263812808706,0,0,2016-06-12 00:44:30,Twitter for iPhone,10,10,None,1601,4760,kuvasz,None
864,741438259667034112,0,0,2016-06-11 01:13:51,Twitter for iPhone,9,10,Tucker,884,3830,Chesapeake_Bay_retriever,None
865,741303864243200000,0,0,2016-06-10 16:19:48,Twitter for iPhone,12,10,Theodore,3433,9152,Chihuahua,None
867,740995100998766593,0,0,2016-06-09 19:52:53,Twitter for iPhone,10,10,Leo,2941,6676,malamute,None
868,740711788199743490,0,0,2016-06-09 01:07:06,Twitter for iPhone,9,10,None,992,3554,toy_poodle,None
871,740373189193256964,0,0,2016-06-08 02:41:38,Twitter for iPhone,9,10,None,14121,36342,golden_retriever,None
873,740359016048689152,0,0,2016-06-08 01:45:19,Twitter for iPhone,9,10,Chase,909,3437,golden_retriever,None
875,739979191639244800,0,0,2016-06-07 00:36:02,Twitter for iPhone,12,10,Nollie,6287,20818,Irish_water_spaniel,None
876,739932936087216128,0,0,2016-06-06 21:32:13,Twitter for iPhone,10,10,Rorie,1145,4226,redbone,None
877,739844404073074688,0,0,2016-06-06 15:40:26,Twitter for iPhone,12,10,Simba,906,3957,toy_poodle,None
880,739485634323156992,0,0,2016-06-05 15:54:48,Twitter for iPhone,6,10,Kyle,3122,7490,Walker_hound,None
882,738885046782832640,0,0,2016-06-04 00:08:17,Twitter for iPhone,11,10,Charles,1209,3928,American_Staffordshire_terrier,None
883,738883359779196928,0,0,2016-06-04 00:01:35,Twitter for iPhone,10,10,None,857,3470,Labrador_retriever,None
885,738402415918125056,0,0,2016-06-02 16:10:29,Twitter for iPhone,10,10,None,892,3386,cocker_spaniel,None
887,738166403467907072,0,0,2016-06-02 00:32:39,Twitter for iPhone,12,10,Axel,3606,9168,keeshond,None
888,738156290900254721,0,0,2016-06-01 23:52:28,Twitter for iPhone,10,10,Storkson,694,2639,pug,None
889,737826014890496000,0,0,2016-06-01 02:00:04,Twitter for iPhone,10,10,Remy,1864,5494,vizsla,None
890,737800304142471168,0,0,2016-06-01 00:17:54,Twitter for iPhone,10,10,Bella,3670,10422,malamute,None
895,736736130620620800,0,0,2016-05-29 01:49:16,Twitter for iPhone,13,10,Chadrick,1838,4485,schipperke,None
898,736010884653420544,0,0,2016-05-27 01:47:23,Twitter for iPhone,10,10,None,3154,8219,golden_retriever,None
899,735991953473572864,0,0,2016-05-27 00:32:10,Twitter for iPhone,11,10,Maxaroni,1220,3745,cocker_spaniel,None
901,735635087207878657,0,0,2016-05-26 00:54:06,Twitter for iPhone,11,10,Dakota,2488,6434,pug,None
905,734912297295085568,0,0,2016-05-24 01:02:00,Twitter for iPhone,10,10,Jax,546,2848,Maltese_dog,None
906,734787690684657664,0,0,2016-05-23 16:46:51,Twitter for iPhone,13,10,None,6672,13081,golden_retriever,None
907,734776360183431168,0,0,2016-05-23 16:01:50,Twitter for iPhone,11,10,Livvie,576,2616,Siberian_husky,None
908,733828123016450049,0,0,2016-05-21 01:13:53,Twitter for iPhone,10,10,Terry,823,3733,beagle,None
910,733482008106668032,0,0,2016-05-20 02:18:32,Twitter for iPhone,10,10,None,1003,3273,French_bulldog,None
911,733460102733135873,0,0,2016-05-20 00:51:30,Twitter for iPhone,11,10,Hermione,1352,4374,chow,None
913,732732193018155009,0,0,2016-05-18 00:39:02,Twitter for iPhone,12,10,Ralpher,565,2539,Staffordshire_bullterrier,None
914,732726085725589504,0,0,2016-05-18 00:14:46,Twitter for iPhone,11,10,Aldrick,932,3673,Pomeranian,None
915,732585889486888962,0,0,2016-05-17 14:57:41,Twitter for iPhone,10,10,None,818,3830,Staffordshire_bullterrier,None
917,732005617171337216,0,0,2016-05-16 00:31:53,Twitter for iPhone,11,10,Larry,5780,15541,English_setter,None
918,731285275100512256,0,0,2016-05-14 00:49:30,Twitter for iPhone,12,10,Solomon,1040,3625,Pembroke,None
922,730427201120833536,0,0,2016-05-11 15:59:50,Twitter for iPhone,11,10,Crystal,1106,3606,Eskimo_dog,None
923,730211855403241472,0,0,2016-05-11 01:44:07,Twitter for iPhone,11,10,Ziva,1118,3983,pug,None
927,729823566028484608,0,0,2016-05-10 00:01:12,Twitter for iPhone,13,10,Stefan,1312,4148,kelpie,None
928,729463711119904772,0,0,2016-05-09 00:11:16,Twitter for iPhone,13,10,Pupcasso,2449,6032,German_shepherd,None
930,728986383096946689,0,0,2016-05-07 16:34:32,Twitter for iPhone,11,10,Puff,864,3279,Maltese_dog,None
931,728760639972315136,0,0,2016-05-07 01:37:30,Twitter for iPhone,13,10,None,1804,4863,Pembroke,None
932,728751179681943552,0,0,2016-05-07 00:59:55,Twitter for iPhone,10,10,Flurpson,714,2883,Saint_Bernard,None
934,728409960103686147,0,0,2016-05-06 02:24:02,Twitter for iPhone,10,10,Wallace,2117,5107,Saint_Bernard,None
935,728387165835677696,0,0,2016-05-06 00:53:27,Twitter for iPhone,12,10,Enchilada,1014,3815,collie,None
936,728046963732717569,0,0,2016-05-05 02:21:37,Twitter for iPhone,11,10,Raymond,1245,4473,Newfoundland,None
939,727685679342333952,0,0,2016-05-04 02:26:00,Twitter for iPhone,12,10,Cilantro,669,3047,Border_collie,None
943,727286334147182592,0,0,2016-05-02 23:59:09,Twitter for iPhone,9,10,None,863,3162,Chihuahua,None
944,727175381690781696,0,0,2016-05-02 16:38:15,Twitter for iPhone,10,10,Karll,1456,4028,flat-coated_retriever,None
945,726935089318363137,0,0,2016-05-02 00:43:25,Twitter for iPhone,12,10,Sprout,2591,7158,toy_poodle,None
946,726887082820554753,0,0,2016-05-01 21:32:40,Twitter for iPhone,10,10,Blitz,1591,3987,soft-coated_wheaten_terrier,None
947,726828223124897792,0,0,2016-05-01 17:38:46,Twitter for iPhone,12,10,Bloop,1060,3691,miniature_pinscher,None
949,725842289046749185,0,0,2016-04-29 00:21:01,Twitter for iPhone,12,10,Colby,2805,7330,toy_poodle,None
951,725729321944506368,0,0,2016-04-28 16:52:08,Twitter for iPhone,12,10,Lola,1883,5391,boxer,None
952,724983749226668032,0,0,2016-04-26 15:29:30,Twitter for iPhone,12,10,Fred,1376,3862,golden_retriever,None
955,724049859469295616,0,0,2016-04-24 01:38:33,Twitter for iPhone,10,10,Kreggory,1866,4488,Border_collie,None
956,724046343203856385,0,0,2016-04-24 01:24:35,Twitter for iPhone,10,10,Sarge,592,2764,boxer,None
958,723912936180330496,0,0,2016-04-23 16:34:28,Twitter for iPhone,12,10,Sugar,1295,4053,Samoyed,None
959,723688335806480385,0,0,2016-04-23 01:41:59,Twitter for iPhone,12,10,Reginald,3150,7996,chow,None
960,723673163800948736,0,0,2016-04-23 00:41:42,Twitter for iPhone,10,10,Ivar,941,3140,golden_retriever,None
961,723179728551723008,0,0,2016-04-21 16:00:57,Twitter for iPhone,8,10,Jangle,1979,5496,Norwegian_elkhound,None
962,722974582966214656,0,0,2016-04-21 02:25:47,Twitter for iPhone,4,10,None,1660,4260,Great_Dane,None
963,722613351520608256,0,0,2016-04-20 02:30:23,Twitter for iPhone,12,10,Schnitzel,1728,5154,Labrador_retriever,None
964,721503162398597120,0,0,2016-04-17 00:58:53,Twitter for iPhone,11,10,Panda,1976,4836,Pomeranian,None
966,720785406564900865,0,0,2016-04-15 01:26:47,Twitter for iPhone,12,10,Archie,812,3234,Chihuahua,None
967,720775346191278080,0,0,2016-04-15 00:46:48,Twitter for iPhone,10,10,Berkeley,714,2573,Newfoundland,None
968,720415127506415616,0,0,2016-04-14 00:55:25,Twitter for iPhone,10,10,None,1582,4292,Rottweiler,None
969,720389942216527872,0,0,2016-04-13 23:15:21,Twitter for iPhone,11,10,Ralphé,2654,6644,Pembroke,None
971,720059472081784833,0,0,2016-04-13 01:22:10,Twitter for iPhone,9,10,Charleson,1187,4040,Mexican_hairless,None
972,720043174954147842,0,0,2016-04-13 00:17:25,Twitter for iPhone,11,10,Neptune,2118,5098,Samoyed,None
975,719551379208073216,0,0,2016-04-11 15:43:12,Twitter for iPhone,10,10,Harnold,2035,5253,malamute,None
976,719367763014393856,0,0,2016-04-11 03:33:34,Twitter for iPhone,11,10,Sid,782,2902,soft-coated_wheaten_terrier,None
977,719339463458033665,0,0,2016-04-11 01:41:07,Twitter for iPhone,10,10,Lucy,1321,4581,golden_retriever,None
978,719332531645071360,0,0,2016-04-11 01:13:34,Twitter for iPhone,11,10,Pippa,1006,3546,Dandie_Dinmont,None
979,718971898235854848,0,0,2016-04-10 01:20:33,Twitter for iPhone,10,10,Sadie,1158,3622,golden_retriever,None
980,718939241951195136,0,0,2016-04-09 23:10:47,Twitter for iPhone,12,10,Otis,1862,5445,Pembroke,None
982,718613305783398402,0,0,2016-04-09 01:35:37,Twitter for iPhone,11,10,Carper,508,2530,Labrador_retriever,None
983,718540630683709445,0,0,2016-04-08 20:46:50,Twitter for iPhone,10,10,None,1071,2575,Maltese_dog,None
984,718460005985447936,0,0,2016-04-08 15:26:28,Twitter for iPhone,9,10,Bowie,555,2798,Boston_bull,None
987,718234618122661888,0,0,2016-04-08 00:30:51,Twitter for iPhone,11,10,Suki,1063,4030,malamute,None
988,717841801130979328,0,0,2016-04-06 22:29:56,Twitter for iPhone,11,10,Barclay,624,2543,Brittany_spaniel,None
991,717421804990701568,0,0,2016-04-05 18:41:02,Twitter for iPhone,9,10,Ebby,885,3267,miniature_pinscher,None
992,717047459982213120,0,0,2016-04-04 17:53:31,Twitter for iPhone,12,10,Flávio,2019,6514,golden_retriever,None
994,716802964044845056,0,0,2016-04-04 01:41:58,Twitter for iPhone,10,10,Link,1244,4447,malinois,None
995,716791146589110272,0,0,2016-04-04 00:55:01,Twitter for iPhone,11,10,Jennifur,1514,6220,Pomeranian,None
996,716439118184652801,0,0,2016-04-03 01:36:11,Twitter for iPhone,5,10,Bluebert,223,2458,Siberian_husky,None
997,716285507865542656,0,0,2016-04-02 15:25:47,Twitter for iPhone,12,10,Stephanus,1146,2887,Yorkshire_terrier,None
999,715928423106027520,0,0,2016-04-01 15:46:52,Twitter for iPhone,11,10,Bubbles,922,3309,pug,None
1001,715696743237730304,0,0,2016-04-01 00:26:15,Twitter for iPhone,10,10,Toby,1356,4050,Staffordshire_bullterrier,None
1002,715680795826982913,0,0,2016-03-31 23:22:53,Twitter for iPhone,12,10,Zeus,1711,4495,golden_retriever,None
1004,715342466308784130,0,0,2016-03-31 00:58:29,Twitter for iPhone,10,10,Oscar,720,3149,West_Highland_white_terrier,None
1005,715220193576927233,0,0,2016-03-30 16:52:36,Twitter for iPhone,10,10,Nico,689,2511,Chihuahua,None
1006,715200624753819648,0,0,2016-03-30 15:34:51,Twitter for iPhone,12,10,Michelangelope,1990,5321,Chihuahua,None
1007,715009755312439296,0,0,2016-03-30 02:56:24,Twitter for iPhone,12,10,Siba,1308,4334,Chihuahua,None
1008,714982300363173890,0,0,2016-03-30 01:07:18,Twitter for iPhone,9,10,Calbert,1088,3901,Brittany_spaniel,None
1009,714957620017307648,0,0,2016-03-29 23:29:14,Twitter for iPhone,10,10,Curtis,1500,4294,Great_Pyrenees,None
1012,714258258790387713,0,0,2016-03-28 01:10:13,Twitter for iPhone,10,10,Travis,756,3139,collie,None
1013,714251586676113411,0,0,2016-03-28 00:43:43,Twitter for iPhone,8,10,Thumas,884,3391,soft-coated_wheaten_terrier,None
1014,714214115368108032,0,0,2016-03-27 22:14:49,Twitter for iPhone,13,10,None,929,2359,pug,None
1016,713919462244790272,0,0,2016-03-27 02:43:58,Twitter for iPhone,12,10,Kanu,819,3405,Siberian_husky,None
1018,713761197720473600,0,0,2016-03-26 16:15:05,Twitter for iPhone,12,10,Piper,1455,5073,Brittany_spaniel,None
1019,713411074226274305,0,0,2016-03-25 17:03:49,Twitter for iPhone,11,10,None,1367,4582,Great_Pyrenees,None
1020,713177543487135744,0,0,2016-03-25 01:35:51,Twitter for iPhone,10,10,Lance,2986,7488,whippet,None
1021,713175907180089344,0,0,2016-03-25 01:29:21,Twitter for iPhone,10,10,Opie,1537,4628,malamute,None
1022,712809025985978368,0,0,2016-03-24 01:11:29,Twitter for iPhone,10,10,Stubert,7114,19312,Labrador_retriever,None
1024,712668654853337088,0,0,2016-03-23 15:53:42,Twitter for iPhone,10,10,Sunny,1283,4316,Labrador_retriever,None
1025,712438159032893441,0,0,2016-03-23 00:37:48,Twitter for iPhone,11,10,Kane,1653,5529,Great_Pyrenees,None
1026,712097430750289920,0,0,2016-03-22 02:03:52,Twitter for iPhone,10,10,None,1097,3942,Labrador_retriever,None
1028,712085617388212225,0,0,2016-03-22 01:16:55,Twitter for iPhone,11,10,Olive,509,3374,Shih-Tzu,None
1032,711743778164514816,0,0,2016-03-21 02:38:34,Twitter for iPhone,11,10,Roosevelt,1039,2951,Lakeland_terrier,None
1033,711732680602345472,0,0,2016-03-21 01:54:29,Twitter for iPhone,10,10,None,4363,9233,Ibizan_hound,None
1036,711363825979756544,0,0,2016-03-20 01:28:47,Twitter for iPhone,11,10,None,1199,3805,Pembroke,None
1039,710997087345876993,0,0,2016-03-19 01:11:29,Twitter for iPhone,12,10,Milo,1466,4735,malamute,None
1040,710844581445812225,0,0,2016-03-18 15:05:29,Twitter for iPhone,10,10,Staniel,729,2653,Pembroke,None
1041,710833117892898816,0,0,2016-03-18 14:19:56,Twitter for iPhone,12,10,Sora,569,2801,Pembroke,None
1043,710588934686908417,0,0,2016-03-17 22:09:38,Twitter for iPhone,12,10,Beemo,1984,4730,Pembroke,None
1044,710283270106132480,0,0,2016-03-17 01:55:02,Twitter for iPhone,11,10,Gunner,544,2221,Shih-Tzu,None
1046,710269109699739648,0,0,2016-03-17 00:58:46,Twitter for iPhone,13,10,None,1192,2491,pug,None
1047,710153181850935296,0,0,2016-03-16 17:18:07,Twitter for iPhone,11,10,Lacy,944,3032,cocker_spaniel,None
1048,710140971284037632,0,0,2016-03-16 16:29:35,Twitter for iPhone,8,10,Tater,940,2874,Pekinese,None
1050,709918798883774466,0,0,2016-03-16 01:46:45,Twitter for iPhone,12,10,Watson,1126,3107,Pembroke,None
1052,709852847387627521,0,0,2016-03-15 21:24:41,Twitter for iPhone,12,10,None,1262,3650,Chihuahua,None
1053,709566166965075968,0,0,2016-03-15 02:25:31,Twitter for iPhone,12,10,Olaf,1272,3681,chow,None
1054,709556954897764353,0,0,2016-03-15 01:48:55,Twitter for iPhone,12,10,Cecil,1122,3428,golden_retriever,None
1055,709519240576036864,0,0,2016-03-14 23:19:03,Twitter for iPhone,9,10,Vince,251,1543,cocker_spaniel,None
1056,709449600415961088,0,0,2016-03-14 18:42:20,Twitter for iPhone,10,10,Karma,611,2320,Maltese_dog,None
1057,709409458133323776,0,0,2016-03-14 16:02:49,Twitter for iPhone,8,10,Billy,731,2720,Shetland_sheepdog,None
1058,709225125749587968,0,0,2016-03-14 03:50:21,Twitter for iPhone,11,10,Walker,604,2504,Labrador_retriever,None
1059,709207347839836162,0,0,2016-03-14 02:39:42,Twitter for iPhone,11,10,Penny,6183,13111,Chihuahua,None
1060,709198395643068416,0,0,2016-03-14 02:04:08,Twitter for iPhone,4,10,None,674,2512,borzoi,None
1061,709158332880297985,0,0,2016-03-13 23:24:56,Twitter for iPhone,10,10,Rodney,444,2120,Siberian_husky,None
1062,709042156699303936,0,0,2016-03-13 15:43:18,Twitter for iPhone,9,10,Klevin,1733,4945,Rottweiler,None
1064,708834316713893888,0,0,2016-03-13 01:57:25,Twitter for iPhone,10,10,Malikai,534,1764,Eskimo_dog,None
1065,708810915978854401,0,0,2016-03-13 00:24:26,Twitter for iPhone,10,10,Mister,7346,17173,golden_retriever,None
1066,708738143638450176,0,0,2016-03-12 19:35:15,Twitter for iPhone,11,10,Coco,864,2856,Pomeranian,None
1067,708711088997666817,0,0,2016-03-12 17:47:45,Twitter for iPhone,11,10,Smokey,764,2657,German_short-haired_pointer,None
1068,708479650088034305,0,0,2016-03-12 02:28:06,Twitter for iPhone,13,10,Bear,711,2655,Shih-Tzu,None
1069,708469915515297792,0,0,2016-03-12 01:49:25,Twitter for iPhone,11,10,Bobble,865,3216,Chihuahua,None
1070,708356463048204288,0,0,2016-03-11 18:18:36,Twitter for iPhone,10,10,Oliver,1410,3756,pug,None
1071,708349470027751425,0,0,2016-03-11 17:50:48,Twitter for iPhone,11,10,River,779,2443,basenji,None
1072,708149363256774660,0,0,2016-03-11 04:35:39,Twitter for iPhone,10,10,Jebberson,1626,4452,Cardigan,None
1074,708119489313951744,0,0,2016-03-11 02:36:57,Twitter for iPhone,9,10,Cooper,1035,2792,Norwich_terrier,None
1075,708109389455101952,0,0,2016-03-11 01:56:49,Twitter for iPhone,10,10,Remington,574,2011,Staffordshire_bullterrier,None
1076,708026248782585858,0,0,2016-03-10 20:26:26,Twitter for iPhone,13,10,None,2026,4544,malinois,None
1078,707969809498152960,0,0,2016-03-10 16:42:10,Twitter for iPhone,11,10,Rufus,1026,2812,toy_poodle,None
